label,content
F,"So let me get this straight about this virus. It’s “new” yet it was lab created and patented in 2015 (in development since 03). The patent expired (today) on the day the first case is announced in the US. The patent also tells us the CDC helped make this! “This invention was made by the Centers for Disease Control and Prevention, an agency of the United States Government. Therefore, the U.S. Government has certain rights in this invention.” And now magically a vaccine is in the works for it already? Yet the patent in 2015 already references a vaccine for it. But what do I know I’m just a conspiracy theorist"
F,"Sen. Bernie Sanders at a recent debate called for a tax rate of 52% on incomes of $29,000 or more to pay for his Medicare for All plan"
F,"A miracle mineral supplement, called MMS, can wipe out coronavirus"
F,"Not only is chlorine dioxide (aka MMS) an effective cancer cell killer, it can wipe out coronavirus too"
F,Colloidal silver kills some strains of coronavirus within 12 hours (while admitting it hadn't yet been tested on Covid-19)
F,"Drinking hot water and exposure to the sun will kill the virus, and says ice cream is to be avoided"
F,Avoiding ice cream and other cold foods can help prevent the onset of the virus
F,"Washing bed linen or towels at 60C is a good idea, as this can kill any viruses in the fabric"
F,Having a hot bath or drinking hot liquids will change your actual body temperature and help you cure the coronavirus
F,It's dangerous to take ibuprofen if you have coronavirus
F,Medical professionals said that ibuprofen is not recommended for managing coronavirus symptoms
F,There are four young people in an intensive care unit in Cork who have no underlying illnesses - all were taking anti-inflammatories and there are concerns this has caused a more severe illness
F,"The University of Vienna has sent a memo warning people with coronavirus symptoms not to take ibuprofen, ""because it has been discovered that it increases the speed of reproduction of the coronavirus Covid-19 in the body and this is the reason why people in Italy have reached the current bad stage and rapid spread"
F,"At the university hospital in Toulouse, France, there are four very critical cases of coronavirus in [young people] who do not have any health problems. Their problem is that when they all appeared to have symptoms, they all took painkillers like ibuprofen"
F,"I have a doctor in the family who has been given information from Vienna's laboratory studying COVID-19 and vast majority of people who died of it, had ibuprofen in their system so do not take it! Those who recovered did not take ibuprofen so if you have symptoms, take Paracetamol only! Looks like this virus thrives on ibuprofen so don't do it and tell everyone you can"
F,The vast majority of people who died of Covid-19 had ibuprofen in their system
F,Coronavirus thrives on ibuprofen
F,#BREAKING #ITALY The Italien Army has deployed a lot of tanks in the city of #Foggia as around 50 prisioners escaped from local jail
F,Vaccine was reportedly distributed to shops and homes in one particular area of the Venice region
F,"The vaccine was created in Australia to combat Covid-19, and the only country in the world to have bought it is Switzerland"
F,"Taking six doses of the vaccine would give protection from the virus for a year, and was available for 50 euros via an email address given in the leaflet"
F,A researcher from Zanjan University in China said you should take as much vitamin C as possible to protect yourself from the virus
F,A Professor Chen Horin CEO of the Beijing Military Hospital said that a hot drink with lemon can curb the spread of the virus
F,You should gargle with disinfectant to stop the virus entering the lungs
F,"Women seem to be less likely to die from coronavirus than men, and children appear to be less likely to die than other age groups"
F,Pregnant women are more likely to be severely affected by the coronavirus
F,"Entrepreneur Elon Musk suggested children are ""essentially immune"" to coronavirus"
F,Twitter will remove content that promotes unverified claims and misinformation about coronavirus
F,"A letter attributed to Health Minister of Iran Saeed Namaki claimed he had tendered his resignation to President Hassan Rouhani due to the ministry's ""inability to manage"" the outbreak"
F,"Deputy health minister and head of Iran's taskforce on Covid-19, Iraj Harirchi, had previously declared that ""quarantines belong to the Stone Age"", before admitting that he had tested positive for the disease"
F,"Masoumeh Ebtekar, vice-president of Iran for women and family affairs, is another high-ranking official who tested positive for the virus"
F,"Iraj Harirchi claims there are more than 10,000 confirmed cases and 1,400 deaths in the country"
F,"Gargling vinegar and rosewater or vinegar and salt"" would protect against the Covid-19"
